	5-MEF-Mock_S5_L001_R1_001	5-MEF-Mock_S5_L002_R1_001	6-MEF-10uM_S6_L001_R1_001	6-MEF-10uM_S6_L002_R1_001	7-MEF-5uM_S7_L001_R1_001	7-MEF-5uM_S7_L002_R1_001	8-MEF-UIFN_S8_L001_R1_001	8-MEF-UIFN_S8_L002_R1_001
Sit1	0	0	1	0	0	0	0	0
Siva1	1073.9475	1042.9046	1221.9658	1227.97	1159.9966	1084.9415	1498.9744	1338.9682
Six1	1224.0014	1162.99956	490.9998	489.99996	962.9999	904.99977	1550.00063	1495.00325
Six2	2.00031	2.00771	1.04302	4.00142	1.00005	4.01075	1.01824	2.00174
Six3	0	2.00004	0	0	1.05673	1.04147	1.01865	1.00005
Six4	540.1418	514.1643	445.59782	401.29261	478.6845	445.0099	745.309	663.4286
Six5	216	189	130	110	199	183	312	278
Six6	1.00261	0	1.00039	3	2.00147	1.00155	5.00342	1.00139
Ska1	611.9998	522	512.0005	541.0004	603.9998	513.9998	702.9999	686.0004
Ska2	1784.5805	1664.30165	1480.4904	1368.759	1517.25034	1502.0203	2142.413	1994.97
Ska2l-ps	0	0	0	0	0	1.29852	0	0
Ska3	728.974	699.376	730.851	775.064	729.187	710.469	993.57	933.373
Skap1	1	5	2	3	0	2.00003	4.00003	6
Skap2	776.00073	759.99942	715.99997	650.00028	746.00032	680.9998	994.99974	953.00009
Ski	4310.321	4007.004	4028.123	3921.001	4118.999	4014.004	5361.001	5097.001
Skida1	220.000056	242.0001679	118.99999	98	212.99969	175.00006	254.00029	255.99967
Skil	838.00044	822.00002	1389.00385	1369	923.00012	917.00034	1166.000000858	1068.00011
Skint1	0	0	0	0	0	0	0	0
Skint10	0	0	0	0	0	0	0	0
Skint11	0	0	0	0	0	0	0	0
Skint2	0	0	0	0	0	0	0	0
Skint3	0	1	0	0	0	0	0	0
Skint4	2.1800400309889	2.1189	5.18258	2.00000002464	1.1835600265922	4.997330763607	7.1524700232976	4.49096
Skint5	4.0000000318013	4.0000000226437	0	1	0	1.000000092245	1	1.0000000159146
Skint6	0	0	2	0	3	0	1	2
Skint7	0	1	0	0.311661	1	0	0	0
Skint8	31.2235	30.50747	43.83311	47.1647	33.4202	37.6538	37.68418	38.3634
Skint9	0	0	0	0	0	0	0	0
Skiv2l	2104.9975128	2006.00261	1924.00522	1799.0031107548	1990.00209499637	1756.99101072611	2667.99957005792	2563.99701
Skiv2l-ps1	1	1	1	0	0	2.00948	0	1
Skiv2l2	2506	2498	3839	3826	2809	2685	3271	3223
Skor1	0	0	0.999999793	0	0	0	0	1.00000011
Skor2	0	0	0	0	0	0	0	0
Skp1a	3933.0042	3792.99626	3583.99884	3494.9983	3692.0017	3767.0044	5111.99721	4729.0051
Skp2	1827.99951	1796.9986	1779.99599	1581.00183	1776.99689	1700.00131011566	2353.0012	2251.9965
Sla	3	4	4.000005	3	1	3	3	1
Sla2	4.90337	6.32493	3.69392	6.15882	2.45841	1.27274	9.83666	6.34517
Slain1	0	0	1	0	2	1	3	2.999998
Slain2	1523.227	1529.216	2335.1182	2240.064	1780.85769887685	1541.61307	1975.7430612745	1899.2433
Slamf1	3.99034	2.49553	4.01424	2.0456	9.17329	1.04431	2.04773	4.01512
Slamf6	3	1	3.00823	2.00275	1	2	5	1
Slamf7	0	1	0	1	0	2	0	0
Slamf8	0	0	1	1	0	0	1	0
Slamf9	0	0	0	1	1	0	0	0
Slbp	4041.04228	3708.11598	3565.8765	3450.1040391	3830.54043012281	3741.87457	5113.88089	4832.19391
Slc10a1	1	2	0	0	1	1	0	0
Slc10a2	3.04365	3.04065	2.03018	5.69166	2.03843	1.01544	2.02548	2.01963
Slc10a3	245.2964671	240.3411	330.54698903	281.9492	277.8398	228.8279575	300.3468	247.6983
Slc10a4	1	2	2	2	1	3	0	0
Slc10a5	0	0	0	0	0	0	0	0
Slc10a6	0	0	0	0	1	0	0	0
Slc10a7	638.99996	646.176499389	543.0561	511.00752023371	626.99973	646.05171	862.00436509	824.10971495
Slc11a1	15	9.0003339	12.647779	8.106994	9.00032	10.230272	10.004443	11.379218
Slc11a2	1063.02807	1019.6528	1924.7783	1817.1406250394	1234.0376	1105.0612	1456.6692	1271.6868
Slc12a1	2.000001	2.000005	4	6	1	2.000005	1.999997	5
Slc12a2	1323	1323	2638	2522	1552	1440	1731	1604
Slc12a3	0	0	0	0	0	0	0	1
Slc12a4	1885.0035	1843.9952	2445.9991	2293.9986	1967.9986	1856.99519	2405.0013	2357.0012000204
Slc12a5	30.00023	31.023616	27.011875	22.01399	26.002739	17.0113665	30.0002	33.007858095
Slc12a6	1015.43042	857.86799	764.84511	779.41461	839.7684	767.0969	1252.73343	1214.9079
Slc12a7	1597	1524	2052	1903	1661	1555	2122	2044
Slc12a8	6.03766	4.80463	5.051240309	5.84524	5.02273	5.03592776	7.08092	9.02898
Slc12a9	404.99995	348.00007	502.00047	448.000293	413.00019	360	470.0002492749	460.0003
Slc13a1	7.09772	5.56446	2.6431	2	4.73478	3.80775	8.41382	6.28887
Slc13a2	0	0	0	0	0	0	0	0
Slc13a3	1	2	0	0	0	0	0	0
Slc13a4	2.00012	3	3.00037	5.00103	6	2	4.23974	1.00005
Slc13a5	2.000003	1	0	3	5	1	3.9999993	8
Slc14a1	10	5	8	5	5	3	20.00004	10
Slc14a2	4	1	1	0	0	1	3	1
Slc15a1	1.17402	2.18459	1.00548	2.24883	0	1.03627	6.79837	2.01625
Slc15a2	31.00005	29.19705	38.25759	29.999996	24.000029	23.000005	40.999995553401	33.99999
Slc15a3	0	1	2.90595	0	2.94668	1	5.75214	0
Slc15a4	360.0122278212	379.008037052	524	525.99965	443.00047722	390.99989	539.01915	515.00025935
Slc15a5	0	1	1	2	5	2	1	1
Slc16a1	1219	1153	3429	3259	1661	1597	1744	1605
Slc16a10	460	433	707	697	472	454	604	559
Slc16a11	0	2.000003	3	0	4	1	0	3.0000041709
Slc16a12	0	0	0	0	0	0	0	0
Slc16a13	17.99996	24	24.00003	27.000033	23	23.999997	30	21
Slc16a14	0	0	5	12	5	4	0	1
Slc16a2	5.000005	6	4.000002	6.999998	7.000001	8.000001	18.999998	11
Slc16a3	145.99994	138.99997	63.000056551	61.00003087	100.000012927015	105.99987	168.99988	184
Slc16a4	51	37.99998	15	14	28.00004	27.00003	53	46
Slc16a5	20.9999699487	33.99994	9	11.0000012207	30.000028566045	18.000008878	54	40.9999772014
Slc16a6	56.7506	47.8116	96.9822	107.06685	55.283	62.8393	74.3296	82.21364
Slc16a7	4	4.250264	5.0001692	6.003487	8.00006	5	8.064044	9.00038
Slc16a8	2	0	5	8	4	2	1	1
Slc16a9	14.99999	21.80856	10.000004	12	14.99999	16	20	25.00002
Slc17a1	0	0	0	0	0	0	0	0
Slc17a2	0	0	0	0	0	0	0	0
Slc17a3	0	0	0	0	1	0	0	0
Slc17a4	0	0	0	0	0	0	0	0
Slc17a5	193.276	186.0068	370.948	363.1473	233.9999	213.6517	222.14	232.3575
Slc17a6	3	0	2	0	3.999999	0	3.000003	1.999996
Slc17a7	7	11	17.99997	9	11.99997	15	12.000043	21.99996
Slc17a8	8.82737	7.60904	20.58425	15.82836	7.31882	12.96497	9.55677	15.4777
Slc17a9	23	18.0000052	10	16.99997	14	16	28.99998	24.99997
Slc18a1	5.999991	6	7	2.000002	1	1	7	2.000001
Slc18a2	71	58	155	133	81	66	105	97
Slc18a3	0	0	0	0	0	0	0	0
Slc18b1	300.33794	242.359679	299.11137	333.24048	255.39396	274.4434	346.473459	377.0328803
Slc19a1	519.99958	470.999992995	1359.005	1265.0021523679	685.99972203	614.0005	671.00019652	635.9997
Slc19a2	537.9996	549.0002	950.00038	929	618	591.0001	641.000423003	676
Slc19a3	0	0	0	0	0	0	2.000004	0
Slc1a1	4.00807	3.002601	3.000002	3.003610819295	0	1	3	0
Slc1a2	22.002943	12.00446	9.00128	9.131461	7.00488	14.002347	21.013307	17.00385
Slc1a3	1312.99703	1317.15688	986.05185	863.02206	1280.09864	1237.05615	1806.29491	1783.38071
Slc1a4	975.9995	929.00000655768	3087.997	2940.998	1353	1287.996	1221.997	1274
Slc1a5	333.00013	322.99991	571.00011	540.99999	395.00004	345.99997	440.99966	398.00017
Slc1a6	3	0	2	2	1	2	4	4
Slc1a7	2.16678	0	25.6107	21.3924	5.37705	2.12166	3.17077	1.30925
Slc20a1	1221.00385	1230.9973	3233.00119	3046.99766	1514.996304	1432.00411	1770.99469	1536.99742097
Slc20a2	1130.99548	969.56109	2226.40155	2101.11502	1256	1205.05772	1463.03938	1283.04291
Slc22a1	0	0	0	0	1	0	0	0
Slc22a12	1	0	0	0	1	0	0	0
Slc22a13	1.1185	1.27118	2.76827	2.54235	2.74789	0	2	1.47695
Slc22a13b-ps	5.8815	5.72882	8.23173	11.4576	3.25211	11	4	5.52305
Slc22a14	1	0	0	0	0	0	0	0
Slc22a15	95.1677	102.14652	66.19711	63.30159	101.2972	81.36673	122.8447	114.195
Slc22a16	0	0	0	0	0	0	0	0
Slc22a17	188	185	82	93	134	131	206	195
Slc22a18	0	0	1	0	1	0	0	0
Slc22a19	3	3	0	0	1	1	3	3
Slc22a2	0	0	0	0	0	0	0	0
Slc22a20	0	0	0	0	0	0	0	0
Slc22a21	87.83134	91.63726	192.22425	175.48389	119.04985	82.380980898626	99.39992	99.247075
Slc22a22	0	0	0	0	0	0	0	0
Slc22a23	200.0001	171.9998	293.99994	308.000358	162.00003	163	272.99965	210.99995
Slc22a26	0	0	0	0	0	0	0	0
Slc22a27	0	0	0	0	0	0	0	0
Slc22a28	0	0	0	0	0	0	0	0
Slc22a29	0	0	0	0	0	0	0	0
Slc22a3	0	0	0	0	0	0	0	0
Slc22a30	0	1.00002	1.00112	1.16822	0	0	1.0047	0
Slc22a4	34.00005	25.00003	29.00001	17.99996	36	33.99997	33.00001	41.47891
Slc22a5	210.16878	173.363	279.77633	250.51656	184.950336944	189.619	265.6005	259.27386
Slc22a6	0	0	0	0	0	0	0	0
Slc22a7	1	0	0	0	0	0	0	0
Slc22a8	0	0	0	0	0	0	0	1.00626
Slc23a1	11.5832	8.3235	7.70499	13.848	11.8095	4.49466	8.51231	20.2032
Slc23a2	974.99951	923.99979	1326.998315	1349.00339	1034.00212	977.99986	1239.9979	1197.00443
Slc23a3	3	4	8	4	1	1	5	3.000002
Slc24a1	1	0	0	0	0	0	0	1
Slc24a2	0	0	0	0	0	0	0	0
Slc24a3	242.00003	233.9999	434.99991	395	297.00037	283.99975	341.9992	334.0002
Slc24a4	0	0	1	1	1	0	0	1
Slc24a5	32.7853	30.5987	15.0252	14.2217	37.259	24.8321	37.6001	24.8007
Slc25a1	1346.00308	1168.00065581	1072.9996837	996.99942	1266.99665983609	1211.0006334616	1658.99909	1624.99802046291
Slc25a10	1238.00328	1205.16379	831.77001	843.99951	1208.18474	1151.99782	1570.02057	1506.04517
Slc25a11	2122.00489	2094.9962	1631.00074	1529.00345	1946.99856	1856.99826	2676.0049	2672.00235
Slc25a12	1171.49173	1101.03309	1386.58402	1376.1937	1198.02289	1198.77094	1510.21713	1378.24349
Slc25a13	566.9998	543	684.15339	695.000413	617.9997	632.000000359381	728	795.000000670692
Slc25a14	196.9998	185.9996	229.00037	199.9998	200.99958	203.9995	255.00002	260.00031
Slc25a15	243.00033	256.00017	563.99979	570.99965	305.00021	304.99992	314.00029	323.00004
Slc25a16	430.00043	451.99993	523.00794	520.00987	422.38762	471.99999	603.0001	564.07693
Slc25a17	1601	1541	1685	1697	1620	1540	2062	1901
Slc25a18	0	3	4	1	1	2	0	1
Slc25a19	367.12457	394.69083658	676.26553	561.84736	415.14925	425.24904	467.52746	496.57141
Slc25a2	2	4	0	3	2	2	2	2
Slc25a20	606.98359	565.7607	569.60297	539.2152	537.8863	498.51149	706.25915	705.3664
Slc25a21	1.00002	0	0	1.00321	0	0	1.00005	0
Slc25a22	436.999581125061	397.0000374833	604.999466	636.000015	472.00014685	411.0001343919	569.9996531851	518.999910009956
Slc25a23	134.83738	145.32573	156.33862	139.33974	167.36164	154.0021659	204.17136	180.16626
Slc25a24	3105.00327	2835.99709	2691	2532.99902	2960.99955	2795.00297	3977.39056	3773
Slc25a25	618.83516	628.4423	946.12106	893.21623	683.01583698	621.940140004	798.56892	728.06686035689
Slc25a26	113.99996	107.00003	208.99977	191.0004628034	133.99973	118.00002	136.00012	131.00002
Slc25a27	83	94	123	103	94	87.9383	109	115.995
Slc25a28	373	331	697	710	390	368	479	457
Slc25a29	31.99998	37	49	62	40	53	60	53.00004
Slc25a3	9467.9955	9127.5881	11413.130402373	10533.78155716	9640.6445066	9345.993	12144.6171003947	11534.1267
Slc25a30	502	460	943	845	579	570	670	610
Slc25a31	0	0	1	0	0	0	0	0
Slc25a32	614	600	754	687	665	590	790	804
Slc25a33	214	195	999	972	361	343	256	265
Slc25a34	0	1	0	1.00018	0	1	0	1.00025
Slc25a35	86.29386	77.4138	86.9006	86.20119	104.56426	84.07421	98.03835	101.61869824
Slc25a36	983.0008781	910.000175	1442.99992	1366.9993	1093.99945	1055.0001	1439.00062	1319.0002
Slc25a37	734.9144	753.702	1585.471	1492.048852	894.7157	856.891	953.616	963.799
Slc25a38	387.9995	351.99999	524.99963	505.00001	380.99984	392.00004	514.999933	460.99969
Slc25a39	2916.99636	2753.0002	4487.00523	4237.00403	3118.00134	3043.99826	3425.99628	3286.00458
Slc25a4	11711.9968	11020.9648	10761.9539	10240.99407	11736.0091	10992.0443	15062.0033	14481.0488
Slc25a40	388.00078	389.99978	666.99992	632.99966	438.99985	431.000204	524.00062	507.99956
Slc25a41	2	0	0	1	0	1	0	0
Slc25a42	229.3285	206.87899	265.13883	276.3209	196.6318	190.08242	270.5155	251.59945
Slc25a43	13.4285	9.07151	3.39203	7.61503	7.26567	3.01745	6.29121	4.68865
Slc25a44	898.9998	804.0006	1327.0004	1365.0004	926.001	906.9999	1128	1081.9995
Slc25a45	26.00004	32.00003	14.00001	15	26.00004	12.999999	48	25.99998
Slc25a46	913.872	833.528	1711.11	1571.98	1009.29	957.454	1193.08	1075.13
Slc25a47	26	29	35	37	24	23	20	36
Slc25a48	5.01563	7.07041	4.01979	3.00697	3.0151	4.00947	3.03427	4.02171
Slc25a5	6459.91954	6270.95	11147.88462	10524.9092	7814.73166	7377.94	8533.50314	8215.69375
Slc25a5-ps	1.0031	1.00532	0	0	2.01197	0	0	0
Slc25a51	1765.83010894069	1800.3148	2195.9191000107	2165.1677	1940.417362	1784.462	2320.8694	2199.2925548
Slc25a53	122.00006	130.041371	190.00002	199.00041	125.004508	128.00422493911	184.05814112838	173.00491
Slc25a54	1	1	0	0	1	1	0	0
Slc26a1	6.99999787	8.00000294	1.000000049	5	4	7.04648	10.00000082	8.000005
Slc26a10	15	16	12	9	13	7	19	13
Slc26a11	123.99995	109.00002	216.9997	254.999772	121	127.0003	143.999749	114
Slc26a2	668.506	593.18184	614.33	583.21153	566.734460931046	543.25643	810.4033	810.67644
Slc26a3	1.57589	1	1	1	1	6.00023	0	2
Slc26a4	0	0	0	0	0	1	0	0
Slc26a5	0	0	0	0	0	0	0	0
Slc26a6	123.99998	126.000126	176.999896	182.99986	142.00008482	133	188.99992	164.999848
Slc26a7	0	0	1	0	0	0	0	0
Slc26a8	0	2	9.00278	7.35747	3	1.00117	0	4.0014
Slc26a9	0	0	1.00005	0	1.00002	0	2.16501	0
Slc27a1	697	636.648	1029.72	945.023	751.69	722.218	934.613	866.616
Slc27a2	0	0	0	0	0	0	0	0
Slc27a3	350.00006	323.99999	196.99998	232.0003	298.9994	310.00045	435	454.99927
Slc27a4	1459	1466	1404	1303	1456	1352	1891.00119	1811
Slc27a5	0	1	1	2	0	0	0	1
Slc27a6	8	8	6	10	3	7	12	11
Slc28a1	1	1	0	2	0	1	0	1
Slc28a2	0	0	0	1	0	0	0	0
Slc28a3	1	4.84372	0	0	4.42011	1.08029	2.67175	2.37333
Slc29a1	1792.99958504157	1828.00056302	3859.00288846091	3667.0001168	2377.99954132	2173.99764419812	2485.002638	2424.000962
Slc29a2	172	176	374	405	230	216	233	203
Slc29a3	641.4271	646.6506	578.34992	613.4658	576.79096	524.7233	851.6243	797.64034
Slc29a4	2	1	2	1	1	3	2	3
Slc2a1	1925.00351	1837.99911	2702.00449	2563.9934	2130.99678	1957.00387	2537.99919	2510.99382
Slc2a10	143.905	138.813	85.001	85.6012	124.843	104.00128	177.088	163.9
Slc2a12	1.06966	2.12959	2.12491	2.13474	1.08358	1.06855	1.08557	1.0708
Slc2a13	2	2	2	4	3	0	2	1
Slc2a2	1.00108	1	0	0	1	0	0	0
Slc2a3	78.9216	82.03818	56.90895	53.18775	75.016552	82.3099	113.32846	91.9346
Slc2a4	26.000012	15	4.000004	1.999999	13.999952	12	26.99999	20.00002
Slc2a4rg-ps	78.99999	68	105	78	81	66	97	70
Slc2a5	0	0	2.000004	1	1	1	5	1
Slc2a6	52	59.00004	107.99999	99.99996	54	73.999995	83.00002	85.99999
Slc2a7	1.999996	0	0	1	0	0	2	1
Slc2a8	224.999649	218.99969	229.999893	193.000262	220.00009	186.999461	274.99983	225.00043
Slc2a9	22.00001	11	20.99998	18	13	18.000047	18	21.99999
Slc30a1	157	130	450.00045	417	206	192	217	196
Slc30a10	0	1.00115	1.00002	0	0	1.00021	1.00001	1.00001
Slc30a2	0	0	0	0	0	1	0	0
Slc30a3	58	43.00004	38	31.000000697014	42.999963	42.99997	71	63
Slc30a4	1500.00067	1436	2643.1377	2604.9974	1751.0041	1609	2108.004	2040
Slc30a5	1624	1588	2104	1939	1753	1713	2218	2163
Slc30a6	460.0003	405	485	452	459	428	667	605
Slc30a7	1259.51701	1310.49606	1557.1506	1455.40382	1334.51032	1179.43114	1778.42059	1659.3475
Slc30a8	0	1.00002	0	0	0	0	1.77943	0
Slc30a9	1461.014351	1397.0102	2174.00603	2104.1585426	1558.20591	1527.00305	1810.37059	1822.06267
Slc31a1	1450	1344.0028	2022.0039	1925	1499.00166	1458.00102	1920.00156	1808.9987
Slc31a2	210.001213325	187.001700145375	263.99896	222.0013	227.9996	204.00227	241	250.001
Slc32a1	0	0	0	0	1	0	0	1
Slc33a1	669.0005	684.0002	806	804	654	598.9998	881	843
Slc34a1	0	0	0	0	0	0	0	0
Slc34a2	0	0	0	0	0	0	0	0
Slc34a3	0	0	0	0	0	0	0	0
Slc35a1	664.23035	661.2449	1057.3193	986.108043	751.0826	715.24888	941.2509	905.16919
Slc35a2	675.0002	668.99989	541.00021	509.99975	581.000705026164	582.000006222	973.99961	875.99961
Slc35a3	1077.97676	1056.19175	1607.25583	1490.86507	1190.00078	1088.15644	1431.47331	1311.57103
Slc35a4	3322	3251.002	2832.632	2704.004	3128.001	3072.002	4276.001	4068.998
Slc35a5	289.00013	253.9999819	308.000624	299.00113	281.00014	266.000449	373.031541	365.0131567
Slc35b1	747.99933	726.00036	1253.99957	1131.00005	859.99963	777.00039	973.9996	969.9998
Slc35b2	1186	1093	967	923	1009	981	1467	1403
Slc35b3	413.9996	365.0005	421.0001	385.9996	410.9997	369.9998	517.0004	483.9997
Slc35b4	1240.0002	1171.0555	1468.9998	1430.9993	1283.0008	1186	1605	1587
Slc35c1	469.9998	408.99965	750.0003	713.0001	530.000000431092	478.9996	569	527.0003
Slc35c2	576	588.0004243115	1219.00004	1227.06346	732.0014318	660	777.4286759751	692.000869
Slc35d1	289.292404	270.14458	302.00034	310.30106	278.33004	258.30377	360.360454	329.41761
Slc35d2	48.5167	32.0074	32.5416	34.1769	38.3097	25.0518	48.6225	42.1267
Slc35d3	1	2	3	1	0	0	2	0
Slc35e1	2557.24845	2408.14	2495.1749	2304.17	2417.60000185306	2271.35	3241.28	3031.14000001137
Slc35e2	536.7225	555.5311	681.666	759.3027	512.3359	507.59	697.622241	642.78448
Slc35e3	807.419	731.122	1106.5	1081.95	855.559	789.568	1021.45	980.768
Slc35e4	732	722.0002	1142	1032	785.9995	757	970	853.9995
Slc35f1	0	0	0	0	0	1	0	0
Slc35f2	45	45	189	164	101	74	59	67
Slc35f3	3	1	0	2	1.01306	3.04504	6.06346	1
Slc35f4	0	3	1	0	0	1	0	0
Slc35f5	629.00016	646.00041	684.99969201471	601.00032	627.00021	587.00015	815.9995	803.0001
Slc35f6	782.00027351	760.00053	1097.99928	1083.000234	828.99961	773.99992	1012.99994	907.940569
Slc35g1	175.098	186.331	363.342	322.117	203.401	217.287	206.232	225.233
Slc35g2	4	1	4	6	4.000002	5.999999	5	7
Slc35g3	4	3	1	1	2	2	2	8
Slc36a1	587.0056	537.0059	856.0064	790.0052	567.5777864	550.00550177765	743.0077	754.554100243189
Slc36a2	0	0	0	0	0	0	0	0
Slc36a3	0	0	0	0	0	0	0	0
Slc36a4	1022.0001	889.9467	842	785.9995	811.99958	826.9997	1270.1637	1164.9983
Slc37a1	8	10	10	6	10	9	14.00000512907	12
Slc37a2	83	84	34	44.999991	77.00001	86	116	98.99999
Slc37a3	1499.00027	1450.00091417374	1467.99965	1322.99972	1417.99957	1392.9996011016	2005.00513	1903.99715
Slc37a4	229	235	302	291	232	252	322	262
Slc38a1	2284.999	2222.003	5605	5541	3155.001	2927.003	3143.996	2973.998
Slc38a10	3235.999602	3107.99587	2656.003886	2519.99659	2919.00351004842	2681.00417526136	4207.00244	4074.99909
Slc38a11	1.0002	1	0	2.00056	0	2	1.00013	0
Slc38a2	9089	8550	13785	12956	9474	9056	11521	10878
Slc38a3	25.000024	19.000005	31.9999688375083	35.000042	27.000002	24.99999	30.000048	32.999969
Slc38a4	3665.004	3319.996	2596.996	2529	3521.997	3403	4896.003	4714.995
Slc38a5	2.0000023365	0	1.00000000073	0	0	2	0	3.69307
Slc38a6	2620.3976901851	2398.36885	2416.82334	2258.95133	2439.54084	2242.02334	3160.73786	3088.20178
Slc38a7	582.00031	522.00046	1624.00484	1562.99762	761.99962	740.9999	722.99967	779
Slc38a8	1	0	1	1	1	0	0	1
Slc38a9	169	156	244	219	164	165	245	209
Slc39a1	2552.15	2416.47	2305.28	2186.58	2329.18	2342.73	3205.31	3104.38
Slc39a1-ps	0	0	0	1.53024	4.7595	1.62788	0	0
Slc39a10	644	617	669	576.617095	669.1557	661.99976	901.9999	807.999958
Slc39a11	390.0002	360.99954	958.00055	959	482.99932	437.999842	501.999694	501
Slc39a12	0	0	0	0	0	0	0	0
Slc39a13	801.99933	787.98037	610.97257	597.9690091	714.98708	712.99998	1008.98424	955.999570022516
Slc39a14	883.9998641	839.363926	1549.18483301	1412.153406	1002.999804079	886.001440025058	1171.5347920171	1108.41750052646
Slc39a2	5.00091	2.25739	6.06475553281	3	5.000623	1.00916	2	5.001867
Slc39a3	651.99988	628	708.99965	735.9998	601.99917621	575.9995690106	826.99990409	768.99966
Slc39a4	0	0	1	0	1	0	3	1
Slc39a5	0	0	0	0	0	0	1	0
Slc39a6	1925.002	1919.998	3895.0014	3612.0027	2254.003189404	2270.0049	2587.0018120473	2530.0047
Slc39a7	4958.998563	4873.0035	5793.00369	5506.99526	4816.0001	4612.0001	6225.006	6076.0017
Slc39a8	3.03868	4.01471	2.01712	3.05334	3.02543	3.01218	4.03665	2.00008
Slc39a9	988.768	993.938	1070.79	1043.53	927.695	890.484	1267.7	1220.82
Slc3a1	4.84073	3.59361	6.94286	10.9188	3.61914	2.37071	8.36436	3.59252
Slc3a2	2885.0175	2582.616	8860.19676	8559.19294	4038.38245	3854.5403	3660.86487	3492.99582
Slc40a1	153.9997995	140.0002949502	166.00038	119.99989	111.99996	116.000434	194.99959	174.99961
Slc41a1	640.00046	594	1032	1009	670	625	851	790
Slc41a2	458.1532	434.99411	429.63433	401.00044	464.56534	398.15184	613.000290036483	564.15383
Slc41a3	220.164	199.088	200.004	176.003	210.008	159.059	259.148	249.009
Slc43a1	69.99996	75.00009	73.00001	98.000045	78.99995	83.99997	118.99998	114.99993
Slc43a2	150.730701	150.548415	77.40098	78.38947	113.463776	112.680303701	163.81669	160.76343
Slc43a3	797.00026	776.00041	1584.99788	1405.9963	864.99997	817.9999	1063.0004	970.9997
Slc44a1	1644.99708	1526.00258	1152.9971	1164.0024	1561.00115	1398.00234	2185.9968	1929.997
Slc44a2	2839	2712	2907	2848	2730	2617	3681	3543
Slc44a3	2.00058	3.1185	2.00002	1	0	3.01794	0	2.04686
Slc44a4	1.999997808	2	2.000003291	0.9999999408	1.999999861	1.000000252	4.000000323	1
Slc44a5	0	1	0	2	1	0	0	0
Slc45a1	8.0003	11.00008	8.00017	13	5	14.09315	17.35053	10.0003
Slc45a2	0	0	0	0	0	0	0	1
Slc45a3	67	77	96.00001	87	61	76.99999	95.00005	91
Slc45a4	1079.99941	1055.87399	1129.761516	1039.99998047	1040.77767	959.84723	1368.94630002014	1207.62463
Slc46a1	131.99996	98	96.99997	99.00007	105.99993	102.99999	150.99953	141.00043
Slc46a2	0	0	0	0	0	0	0	0
Slc46a3	21.000001	20.0000000307014	8	19.00001	13	12	33.00002	18.99997
Slc47a1	0	1	3.001412	2	1	3	1	1
Slc47a2	0	0	0	0	0	1	0	0
Slc48a1	2437.99712	2455	2369	2290.00445	2413.99941	2273	3124.99801	3003
Slc4a1	0	0	0	0	0	0	1	0
Slc4a10	0	0	1.0000000138481	3.999999134838	0	1.000000420337	0	0
Slc4a11	62.000028	56.00003	144.999702	147.9996	78.99998	67.00001	82.9999532958	78.99998
Slc4a1ap	730.00229	783.99962	1129.99988	1041.0004800476	830.99997	711.00029	981.00344	906.99981
Slc4a2	3268.43446003245	3177.60906	3222.89583	3051.256124676	3114.4031	2959.75092278917	4143.76883463	3995.45086
Slc4a3	249.99984	248.999734	229.99963	225.0002	232.0003	252.00011	321.99968	302.99979
Slc4a4	242.0016	197.002	262.003274296	237.01791197291	251.0026	228.00113	297.57349	292.003070117424
Slc4a5	2.999997	1	1	1	1	0	1	1.999997
Slc4a7	1636	1543	1518	1465	1595	1428	2203	2108
Slc4a8	392.00041	395.00059223538	305.99979	287.99974	350.99982	374.99966	476.999989	487.0002
Slc4a9	0	0	0	0	0	0	0	1
Slc50a1	513.9997	490.000403	625.0001	592.0001	498.9995	494.99994	642.000045	618.00030813
Slc51a	0	0	0	0	0	0	0	0
Slc51b	0	0	0	0	0	0	0	0
Slc52a2	305	264	380	407	331	338	360	393
Slc52a3	29.00005	18.00001	12	19.00002	18.0000374418	19.00001	40.00001	30.00003715
Slc5a1	0	3	0	1	0	0	0	1
Slc5a10	0	0	0	0	0	0	0	0
Slc5a11	0	0	0	0	0	0	0	1
Slc5a12	0	1	2	0	0	0	0	1
Slc5a2	0	0	0	0	1.2062	0	1	0
Slc5a3	1601.04229	1470.31	2025	1952.05896	1689.99	1628	2154	2008.15
Slc5a4a	0	0	0	0	0	0	0	0
Slc5a4b	3.0021	0	1.09883	0	1.02257	1.00038	0	2.05672
Slc5a5	7	5	10	2	6	6	4	6
Slc5a6	283.04983	271.000049603	639.000050339	585.90935915	380.0002	366.1573	360.9155237512	363.0002816
Slc5a7	33	32	8	8	25	26	47	45
Slc5a8	6	1	14	15	4	6	5	5
Slc5a9	0	0	0	0	0	1	0	0
Slc6a1	7	1	1	0	1	1	1	0
Slc6a11	0	0	0	0	0	0	0	0
Slc6a12	0	0	1	1	0	0	0	0
Slc6a13	0	0	0	0	0	0	0	1
Slc6a14	0	1	0	0	0	0	0	0
Slc6a15	86	66.999961	263	241	96	86	111	96
Slc6a16	0	0	0	0	0	0	0	0
Slc6a17	138.0014064	139.0150411	368.9829771916	366.238809433	176.010981	195.039707	199.00932	190.002474338
Slc6a18	2.008360349746	1.00742013214	1.0114100588224	0	1.002360258932	0	4.01795074417	1.008270313338
Slc6a19	0	0	0	0	0	0	0	0
Slc6a2	0	1.00002	1	0	0	1.15209	0	3.33963
